52970	8.0
52827	8.0
53062	8.0
52862	8.0
52794	8.0
52948	8.0
52853	8.0
52893	7.0
52975	7.0
52971	7.0
52844	7.0
52855	7.0
52791	7.0
53026	7.0
52809	7.0
52776	7.0
52802	7.0
52773	7.0
52917	7.0
52916	7.0
52974	7.0
52779	7.0
52915	7.0
52960	7.0
52860	7.0
52768	7.0
52898	7.0
52894	7.0
53082	7.0
52851	7.0
52928	7.0
52854	7.0
52957	7.0
52811	6.8
17779	6.5
52882	6.5
52826	6.5
52936	6.5
52865	6.5
52864	6.0
52771	6.0
52819	6.0
52837	6.0
52908	6.0
52814	6.0
52990	6.0
52942	6.0
52955	6.0
626156	6.0
52787	6.0
52969	6.0
52899	6.0
52852	6.0
52839	6.0
53011	6.0
52874	6.0
52994	6.0
53060	6.0
53074	6.0
52876	6.0
52796	6.0
53065	6.0
53041	6.0
52909	6.0
52784	6.0
52941	6.0
52780	6.0
52820	6.0
52838	6.0
52940	6.0
52919	6.0
52999	6.0
53006	6.0
52930	6.0
53007	6.0
52783	6.0
52764	6.0
52856	6.0
52845	6.0
52828	6.0
52884	6.0
52954	6.0
52806	6.0
52972	6.0
52782	6.0
53052	6.0
53044	6.0
52950	6.0
52946	6.0
52812	6.0
53070	6.0
53045	6.0
153050	6.0
52980	6.0
53018	6.0
52870	6.0
52817	6.0
53035	6.0
53038	6.0
52807	6.0
52847	6.0
52937	6.0
52997	6.0
52966	6.0
52952	6.0
53017	6.0
52785	6.0
53051	6.0
53078	6.0
53008	6.0
52978	6.0
52869	6.0
52923	6.0
53068	6.0
52875	6.0
53053	6.0
52767	6.0
53075	6.0
52918	6.0
52901	6.0
52867	6.0
53058	6.0
53027	6.0
53012	6.0
52878	6.0
52911	6.0
53033	6.0
53077	6.0
52772	6.0
53010	6.0
53072	6.0
53036	6.0
52962	6.0
52913	6.0
53071	6.0
52934	6.0
52939	6.0
52953	5.5
53013	5.5
52943	5.5
52995	5.5
52998	5.0
52786	5.0
53046	5.0
52958	5.0
52842	5.0
53079	5.0
52868	5.0
52993	5.0
52944	5.0
52968	5.0
52933	5.0
53067	5.0
53022	5.0
52808	5.0
52914	5.0
52818	5.0
53000	5.0
52805	5.0
52871	5.0
52888	5.0
52896	5.0
52840	5.0
53034	5.0
53073	5.0
53005	5.0
52795	5.0
53048	5.0
52992	5.0
52982	5.0
53021	5.0
52877	5.0
52834	5.0
52920	5.0
53024	5.0
52830	5.0
53059	5.0
53055	5.0
52815	5.0
52895	5.0
52951	5.0
52804	5.0
52979	5.0
52850	5.0
52932	5.0
52885	5.0
53014	5.0
52843	5.0
53043	5.0
52792	5.0
53076	5.0
52897	5.0
52910	5.0
53029	5.0
53056	5.0
53063	5.0
53031	5.0
52981	5.0
52949	5.0
52873	5.0
52945	5.0
53042	5.0
52881	5.0
52906	5.0
52849	5.0
52765	5.0
52872	5.0
52841	5.0
52977	5.0
52907	5.0
52965	5.0
53081	5.0
52889	5.0
52927	5.0
52961	5.0
52858	4.0
52924	4.0
53039	4.0
52890	4.0
52926	4.0
52892	4.0
52775	4.0
53064	4.0
53040	4.0
52987	4.0
53083	4.0
52810	4.0
53032	4.0
53054	4.0
52822	4.0
53019	4.0
52956	4.0
52922	4.0
52883	4.0
52938	4.0
52929	4.0
52973	4.0
52846	4.0
52770	3.5
52833	3.0
52967	3.0
52866	3.0
52903	3.0
53030	3.0
52774	3.0
52931	3.0
52803	3.0
53015	3.0
52988	3.0
52900	3.0
