52908	9.0
52955	9.0
53079	9.0
52868	9.0
52969	9.0
52809	9.0
52784	9.0
52764	9.0
52972	9.0
52974	9.0
52946	9.0
53018	9.0
52850	9.0
52817	9.0
53029	9.0
53008	9.0
52869	9.0
52981	9.0
52811	9.0
52918	9.0
53012	9.0
52872	9.0
52911	9.0
52806	8.5
17779	8.5
52936	8.5
52865	8.5
52842	8.0
52903	8.0
52993	8.0
52944	8.0
52994	8.0
53067	8.0
53026	8.0
53074	8.0
52808	8.0
52914	8.0
53000	8.0
52838	8.0
52940	8.0
52999	8.0
52871	8.0
52845	8.0
52954	8.0
52877	8.0
52920	8.0
53059	8.0
52815	8.0
153050	8.0
52885	8.0
52807	8.0
52956	8.0
53051	8.0
53078	8.0
53068	8.0
52851	8.0
53031	8.0
53053	8.0
52873	8.0
53042	8.0
52906	8.0
52867	8.0
53058	8.0
52841	8.0
52977	8.0
53077	8.0
52889	8.0
52939	8.0
52973	8.0
52864	7.0
52819	7.0
52837	7.0
52975	7.0
52942	7.0
52866	7.0
626156	7.0
52970	7.0
52852	7.0
52839	7.0
53011	7.0
52874	7.0
52968	7.0
52876	7.0
53041	7.0
52941	7.0
52820	7.0
52919	7.0
52775	7.0
53006	7.0
52930	7.0
52802	7.0
53073	7.0
52773	7.0
52828	7.0
52948	7.0
52782	7.0
53052	7.0
52795	7.0
52950	7.0
52943	7.0
53055	7.0
52812	7.0
53045	7.0
52980	7.0
52960	7.0
52870	7.0
53014	7.0
52843	7.0
52937	7.0
52997	7.0
52952	7.0
52826	7.0
53056	7.0
52785	7.0
52875	7.0
52945	7.0
52849	7.0
53027	7.0
52878	7.0
53081	7.0
53010	7.0
53071	7.0
52934	7.0
52847	6.5
52771	6.0
52998	6.0
53039	6.0
52814	6.0
52971	6.0
52899	6.0
52844	6.0
52827	6.0
52855	6.0
52933	6.0
53060	6.0
52796	6.0
52953	6.0
52818	6.0
52780	6.0
52805	6.0
52840	6.0
52783	6.0
52884	6.0
52992	6.0
53044	6.0
53021	6.0
52834	6.0
52830	6.0
52995	6.0
52779	6.0
53070	6.0
52895	6.0
52951	6.0
52915	6.0
52882	6.0
53035	6.0
53038	6.0
53043	6.0
53076	6.0
53063	6.0
52949	6.0
53075	6.0
52881	6.0
52957	6.0
52907	6.0
52772	6.0
52965	6.0
53072	6.0
53036	6.0
52927	6.0
52962	6.0
52846	6.0
53017	5.5
52765	5.5
52893	5.0
52990	5.0
52926	5.0
53065	5.0
53013	5.0
52862	5.0
53007	5.0
52896	5.0
53034	5.0
53040	5.0
52794	5.0
53083	5.0
53005	5.0
53048	5.0
52810	5.0
53054	5.0
52822	5.0
52922	5.0
52978	5.0
52938	5.0
52854	5.0
53033	5.0
52791	4.0
53022	4.0
52888	4.0
52774	4.0
52916	4.0
52979	4.0
52988	4.0
52768	4.0
52898	4.0
52792	4.0
52897	4.0
53082	4.0
52928	4.0
52770	4.0
52853	4.0
52961	4.0
53046	3.0
52967	3.0
53062	3.0
52892	3.0
53064	3.0
52856	3.0
52987	3.0
52917	3.0
52803	3.0
53032	3.0
52860	3.0
52910	3.0
53019	3.0
52894	3.0
52767	3.0
52901	3.0
52913	3.0
52958	2.5
52787	2.5
52833	2.0
52858	2.0
52924	2.0
52786	2.0
53030	2.0
52890	2.0
52909	2.0
52776	2.0
52982	2.0
53024	2.0
52932	2.0
52900	2.0
52923	2.0
52929	2.0
52931	1.0
53015	1.0
52804	1.0
52966	1.0
52883	1.0
