153050	9.0
17779	7.5
52810	7.0
52943	6.5
52908	6.0
52944	6.0
52874	6.0
52968	6.0
53041	6.0
52802	6.0
52773	6.0
52972	6.0
52974	6.0
53045	6.0
52960	6.0
52817	6.0
53029	6.0
52869	6.0
52981	6.0
53071	6.0
53011	5.5
52940	5.5
52806	5.5
52826	5.5
52811	5.5
52865	5.5
53077	5.5
52772	5.5
52864	5.0
52837	5.0
53039	5.0
52975	5.0
52842	5.0
52969	5.0
52993	5.0
52839	5.0
52827	5.0
52855	5.0
53026	5.0
53074	5.0
52796	5.0
52953	5.0
52784	5.0
52941	5.0
52838	5.0
52999	5.0
53006	5.0
52871	5.0
52845	5.0
52884	5.0
52954	5.0
52950	5.0
52920	5.0
53070	5.0
52915	5.0
52980	5.0
53018	5.0
52882	5.0
53038	5.0
52807	5.0
53043	5.0
52956	5.0
53056	5.0
52785	5.0
53078	5.0
53008	5.0
52851	5.0
53053	5.0
52873	5.0
53075	5.0
52918	5.0
53042	5.0
52765	5.0
53012	5.0
52878	5.0
53010	5.0
52934	5.0
52939	5.0
52846	5.0
52847	4.5
53017	4.5
52936	4.5
52771	4.0
52998	4.0
52819	4.0
52814	4.0
52942	4.0
52955	4.0
52971	4.0
53079	4.0
52868	4.0
52844	4.0
52852	4.0
52994	4.0
53060	4.0
52876	4.0
52809	4.0
53065	4.0
53000	4.0
52780	4.0
52820	4.0
52919	4.0
52775	4.0
52805	4.0
52930	4.0
53007	4.0
53034	4.0
52764	4.0
53040	4.0
53073	4.0
52828	4.0
52948	4.0
53083	4.0
52782	4.0
53052	4.0
52795	4.0
53048	4.0
52992	4.0
53021	4.0
52877	4.0
52834	4.0
52995	4.0
53059	4.0
52946	4.0
53055	4.0
52812	4.0
52779	4.0
52815	4.0
52870	4.0
52850	4.0
52843	4.0
53076	4.0
52937	4.0
52997	4.0
52952	4.0
53051	4.0
53068	4.0
52945	4.0
52849	4.0
52867	4.0
53058	4.0
53027	4.0
52872	4.0
52911	4.0
52977	4.0
53081	4.0
53072	4.0
53036	4.0
52962	4.0
626156	3.0
52903	3.0
52899	3.0
52970	3.0
52933	3.0
53067	3.0
52926	3.0
52808	3.0
52914	3.0
52818	3.0
52896	3.0
52840	3.0
52783	3.0
52774	3.0
52856	3.0
53044	3.0
52830	3.0
52895	3.0
52951	3.0
52979	3.0
53035	3.0
52885	3.0
52768	3.0
53063	3.0
52922	3.0
52978	3.0
53031	3.0
52949	3.0
52875	3.0
52881	3.0
52906	3.0
52853	3.0
52841	3.0
52854	3.0
53033	3.0
52907	3.0
52889	3.0
52973	3.0
53013	2.5
52770	2.5
52893	2.0
52924	2.0
52990	2.0
52958	2.0
52866	2.0
52791	2.0
53062	2.0
53022	2.0
53064	2.0
52862	2.0
52888	2.0
52794	2.0
53005	2.0
52917	2.0
52982	2.0
52803	2.0
52916	2.0
53032	2.0
53054	2.0
53014	2.0
52860	2.0
52822	2.0
52792	2.0
52897	2.0
53019	2.0
52894	2.0
53082	2.0
52923	2.0
52767	2.0
52938	2.0
52901	2.0
52928	2.0
52957	2.0
52965	2.0
52927	2.0
52913	2.0
52961	2.0
52833	1.0
52858	1.0
52786	1.0
53046	1.0
52967	1.0
52787	1.0
53030	1.0
52890	1.0
52892	1.0
52909	1.0
52776	1.0
52931	1.0
52987	1.0
53024	1.0
53015	1.0
52804	1.0
52988	1.0
52932	1.0
52898	1.0
52966	1.0
52910	1.0
52900	1.0
52883	1.0
52929	1.0
